online_order,book_table,location,rest_type,dish_liked,cuisines,avg_cost,type,success
No,No,Basavanagudi,Casual Dining,"Chaat, Brownie, Onion Rings, Tomato Soup, Paneer Manchurian, Thali, Faluda","North Indian, Chinese, South Indian, Fast Food, Juices",225.0,Delivery,0
No,No,Basavanagudi,Quick Bites,Not specified,"Andhra, South Indian, Biryani, North Indian",225.0,Delivery,0
No,No,Basavanagudi,Quick Bites,"Sandwiches, Chocolate Sandwich, Chaat, Veg Cheese Sandwich, Chilli Cheese, Corn Sandwich","Fast Food, Street Food",75.0,Delivery,1
No,No,Basavanagudi,Dessert Parlor,Not specified,Desserts,125.0,Delivery,0
No,No,Mysore Road,Casual Dining,Not specified,"North Indian, South Indian, Andhra, Chinese",400.0,Delivery,0
No,No,Jayanagar,Quick Bites,Not specified,South Indian,125.0,Delivery,0
No,No,Basavanagudi,"Bakery, Quick Bites",Not specified,Bakery,200.0,Delivery,0
Yes,No,Uttarahalli,Quick Bites,Not specified,Street Food,100.0,Delivery,0
Yes,No,Mysore Road,Quick Bites,Not specified,"South Indian, North Indian",150.0,Delivery,0
Yes,No,Jayanagar,Casual Dining,"Prawn Biryani, Andhra Meal, Veg Thali, Fry Piece Biryani, Gongura Chicken, Paratha","North Indian, Chinese, Biryani, Andhra, Mangalorean",350.0,Delivery,0
Yes,No,Basavanagudi,Sweet Shop,Not specified,"Mithai, Desserts",125.0,Delivery,0
Yes,No,Kumaraswamy Layout,Beverage Shop,Not specified,"Juices, Beverages",50.0,Delivery,0
Yes,No,Banashankari,Quick Bites,"Veggie Delight, Paneer Tikka, Salad","Salad, Fast Food",300.0,Delivery,0
Yes,No,Kumaraswamy Layout,Quick Bites,Not specified,"North Indian, Chinese",125.0,Delivery,0
Yes,No,Jayanagar,Quick Bites,"Faluda, Brownie, Sandwich, Kulfi, Fruit Salad, Sweet Lassi, Chocolate Fudge","Juices, Desserts",100.0,Delivery,1
Yes,No,Jayanagar,Cafe,Not specified,"Cafe, Fast Food",450.0,Delivery,0
Yes,No,Mysore Road,Casual Dining,"Pav Bhaji, Masala Dosa, Idli Vada, Filter Coffee, Pongal, Curd Rice, Kesari Bath","South Indian, North Indian, Chinese, Street Food",200.0,Delivery,1
Yes,No,Banashankari,Quick Bites,"Roti, Masala Dosa","South Indian, North Indian, Chinese",150.0,Delivery,1
Yes,No,Basavanagudi,Casual Dining,"Onion Rings, Pasta, Kadhai Paneer, Salads, Salad, Roti, Jeera Rice",North Indian,300.0,Delivery,1
Yes,No,Banashankari,Casual Dining,"Masala Papad, Paneer Satay, Paneer Hyderabadi, Butter Naan, Roti","North Indian, Chinese",350.0,Delivery,1
Yes,No,Banashankari,Casual Dining,"Stuffed Mushroom, Chicken Biryani, Jal-jeera","North Indian, Chinese",375.0,Delivery,1
Yes,No,Jayanagar,Casual Dining,Not specified,"Seafood, Biryani, South Indian, North Indian, Chinese",250.0,Delivery,0
Yes,No,Kumaraswamy Layout,Quick Bites,Not specified,"South Indian, Mangalorean",175.0,Delivery,0
Yes,No,Jayanagar,Quick Bites,"Filter Coffee, Tea, Hot Coffee, Hatti Samosa","South Indian, Beverages",100.0,Delivery,1
Yes,No,Banashankari,Quick Bites,Not specified,"Fast Food, Rolls",125.0,Delivery,0
Yes,No,Basavanagudi,Casual Dining,Masala Dosa,"North Indian, Chinese, South Indian, Fast Food",300.0,Delivery,1
Yes,No,Basavanagudi,Quick Bites,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",Fast Food,100.0,Delivery,0
Yes,No,Jayanagar,Quick Bites,Not specified,"North Indian, Chinese, Rolls",125.0,Delivery,0
Yes,No,Basavanagudi,Quick Bites,Not specified,"Beverages, Fast Food",75.0,Delivery,0
Yes,No,Banashankari,"Quick Bites, Cafe","Pasta, Iced Tea","Italian, Fast Food, Cafe, European",300.0,Delivery,0
Yes,No,Jayanagar,Dessert Parlor,Not specified,Desserts,150.0,Delivery,1
Yes,No,Jayanagar,Sweet Shop,Not specified,"Desserts, Mithai",125.0,Delivery,1
Yes,No,Jayanagar,Casual Dining,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka","North Indian, Chinese, South Indian",275.0,Delivery,1
Yes,No,Vijay Nagar,Quick Bites,Not specified,Fast Food,150.0,Delivery,0
Yes,No,Banashankari,Bakery,Not specified,"Bakery, Desserts",175.0,Delivery,0
Yes,No,Banashankari,Quick Bites,Chicken Biryani,"South Indian, Fast Food",100.0,Delivery,0
Yes,No,Banashankari,Casual Dining,"Chicken Biryani, Ragi Mudde, Mutton Chops","Biryani, North Indian, Seafood, Andhra",325.0,Delivery,1
Yes,No,Kumaraswamy Layout,Casual Dining,"Masala Dosa, Coffee","South Indian, Chinese, Street Food, Juices",250.0,Delivery,1
Yes,Yes,Jayanagar,Casual Dining,"Cocktails, Paneer Tikka, Rasmalai, Rabri, Masala Papad, Vegetable Biryani, Chicken Curry","North Indian, Afghani, Mughlai",600.0,Delivery,1
Yes,No,Banashankari,Cafe,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",Cafe,325.0,Delivery,1
Yes,No,Kumaraswamy Layout,Quick Bites,Not specified,"Italian, Chinese, Street Food",125.0,Delivery,0
Yes,No,Uttarahalli,Casual Dining,Not specified,"South Indian, North Indian",200.0,Delivery,0
Yes,No,Banashankari,Delivery,"Veggie Pizza, Garlic Bread, Lava Cake, Chocolava, Spicy Paneer",Pizza,300.0,Delivery,1
Yes,No,Basavanagudi,Dessert Parlor,Not specified,"Desserts, Ice Cream",125.0,Delivery,1
Yes,No,Basavanagudi,Quick Bites,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun",South Indian,50.0,Delivery,1
Yes,No,Jayanagar,Casual Dining,"Noodles, Veg Momos, Chowmein, Schezwan Fried Rice, Clear Soup, Sweet Corn Soup, Chicken Wings","Chinese, Thai, Momos",425.0,Delivery,0
Yes,No,Uttarahalli,Casual Dining,Not specified,"South Indian, North Indian, Chinese",200.0,Delivery,0
Yes,No,Basavanagudi,Quick Bites,Not specified,"South Indian, Healthy Food",100.0,Delivery,1
Yes,No,Basavanagudi,Quick Bites,Not specified,"Street Food, Fast Food",50.0,Delivery,0
Yes,No,Jayanagar,Casual Dining,"Veg Thali, Matka Kulfi, Pongal, Buttermilk, Vada, Ragi Mudde, Curd Rice",South Indian,200.0,Delivery,1
Yes,No,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",225.0,Delivery,0
Yes,No,Basavanagudi,Quick Bites,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani","South Indian, Fast Food",150.0,Delivery,1
Yes,No,Banashankari,Cafe,"Pizza, Garlic Bread","Cafe, Pizza, Fast Food, Beverages",250.0,Delivery,0
Yes,No,Basavanagudi,Quick Bites,"Sweet Pongal, Mini Idlis, Filter Coffee, Open Masala Dosa, Pakoda, Vada, Raagi Dosa",South Indian,50.0,Delivery,1
Yes,No,Jayanagar,Quick Bites,"Paratha, Coffee, Halwa, Lassi","Street Food, North Indian, South Indian",200.0,Delivery,1
Yes,No,Jayanagar,Casual Dining,"Vegetable Biryani, Pineapple Rasam, Cheese Garlic Naan, Potato Cheese Ball, Bamboo Chicken Biryani, Chicken Skewer, Fish","North Indian, South Indian, Biryani, Beverages",450.0,Delivery,1
Yes,No,Banashankari,Quick Bites,Not specified,"South Indian, North Indian, Chinese, Street Food",100.0,Delivery,1
Yes,No,Jayanagar,Casual Dining,"Malai Kofta, Sandwich, Naan","North Indian, Chinese, Rolls",275.0,Delivery,1
Yes,No,Banashankari,Casual Dining,"Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani","Chinese, North Indian, Thai",400.0,Delivery,1
Yes,No,Basavanagudi,Quick Bites,Not specified,South Indian,100.0,Delivery,0
Yes,No,Banashankari,Quick Bites,"Coffee, Masala Dosa","South Indian, North Indian, Chinese",125.0,Delivery,0
Yes,No,Banashankari,Quick Bites,Not specified,"South Indian, Street Food",75.0,Delivery,0
Yes,Yes,Banashankari,Casual Dining,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",600.0,Delivery,1
Yes,No,Kumaraswamy Layout,Quick Bites,"Tandoori Chicken, Rolls","North Indian, Fast Food",200.0,Delivery,0
Yes,No,Basavanagudi,Cafe,"Pasta, Nachos, Jalapeno Poppers, Burrito Bowl, Ferrero Rocher Shake, Falafal Sandwich, Banana Waffles","Cafe, Continental, Beverages, Desserts",250.0,Delivery,1
Yes,No,Banashankari,Cafe,"Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches","Cafe, Italian, Continental",350.0,Delivery,1
Yes,No,Kumaraswamy Layout,Quick Bites,Aloo Paratha,"North Indian, Chinese, Rolls, Biryani, Kebab",200.0,Delivery,0
Yes,No,Uttarahalli,Casual Dining,Rava Dosa,"South Indian, North Indian, Chinese, Beverages",200.0,Delivery,0
Yes,No,Banashankari,Cafe,"Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi","Cafe, Fast Food, Continental, Chinese, Momos",400.0,Delivery,1
Yes,No,Banashankari,Casual Dining,Pesto Pizza,"Pizza, Italian, Salad",400.0,Delivery,0
Yes,No,Kumaraswamy Layout,Quick Bites,Not specified,"Fast Food, Chinese, Rolls",150.0,Delivery,1
Yes,No,Banashankari,Quick Bites,"Sandwiches, Noodles, Sandwich","Fast Food, Chinese",100.0,Delivery,1
Yes,No,Rajarajeshwari Nagar,Delivery,"Lasagne, Steak, Masala Quesadilla, Garlic Bread","Mexican, Italian",300.0,Delivery,1
Yes,Yes,Jayanagar,Casual Dining,"Breakfast Buffet, Kulcha, Almond Soup, Lunch Buffet, Roti, Mocktails, Vegetarian","North Indian, Chinese",450.0,Delivery,1
Yes,Yes,Banashankari,Casual Dining,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Jal-jeera, Butter Naan","North Indian, Chinese",400.0,Delivery,1
Yes,No,Jayanagar,Dessert Parlor,"Waffles, Cup Cake, Chocolate Cake","Ice Cream, Desserts, Beverages",200.0,Delivery,0
Yes,No,Banashankari,Quick Bites,Not specified,"South Indian, North Indian, Chinese, Street Food",150.0,Delivery,0
Yes,No,Jayanagar,Quick Bites,Not specified,Fast Food,100.0,Delivery,0
Yes,No,Basavanagudi,Quick Bites,Not specified,"Juices, Fast Food",75.0,Delivery,0
Yes,No,Kumaraswamy Layout,Quick Bites,Not specified,"South Indian, Chinese, Street Food",125.0,Delivery,0
Yes,No,Banashankari,Dessert Parlor,Waffles,"Fast Food, Desserts, Ice Cream",200.0,Delivery,1
Yes,No,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",150.0,Delivery,1
Yes,No,Jayanagar,Quick Bites,Not specified,Biryani,100.0,Delivery,0
Yes,No,Banashankari,Quick Bites,Not specified,"North Indian, Chinese",125.0,Delivery,0
Yes,No,Banashankari,Quick Bites,Not specified,Fast Food,75.0,Delivery,1
Yes,No,Banashankari,Casual Dining,Not specified,"North Indian, Chinese",300.0,Delivery,0
Yes,No,Basavanagudi,Dessert Parlor,Not specified,"Desserts, Momos",100.0,Delivery,1
Yes,No,Jayanagar,Quick Bites,Not specified,Fast Food,100.0,Delivery,0
Yes,No,Kumaraswamy Layout,Cafe,"Freak Shake, Fries, Pasta Alfredo","Cafe, Continental, Fast Food",325.0,Delivery,1
Yes,No,Banashankari,Sweet Shop,Not specified,"Mithai, Street Food",50.0,Delivery,0
Yes,No,Jayanagar,Quick Bites,Not specified,South Indian,50.0,Delivery,0
Yes,No,Kumaraswamy Layout,Casual Dining,"Butter Chicken, Chicken Grill, Tandoori Chicken, Noodles, Biryani, Fried Rice Chicken","North Indian, Chinese, Fast Food",300.0,Delivery,1
Yes,No,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",325.0,Delivery,1
Yes,No,Jayanagar,Beverage Shop,"Masala Chai, Coffee, Masala Tea, Maggi","Beverages, Tea",50.0,Delivery,1
Yes,No,Banashankari,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",350.0,Delivery,1
Yes,No,Basavanagudi,Bar,Not specified,"North Indian, Seafood, Chinese",400.0,Delivery,0
Yes,No,Jayanagar,Casual Dining,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup","Chinese, Thai, Continental, North Indian",350.0,Delivery,0
Yes,No,Jayanagar,Quick Bites,"Vada, Masala Dosa, Idli","South Indian, Fast Food",175.0,Delivery,1
Yes,No,Basavanagudi,Quick Bites,Not specified,"South Indian, North Indian, Chinese",100.0,Delivery,0
Yes,No,Basavanagudi,"Sweet Shop, Quick Bites",Not specified,"Mithai, South Indian, Street Food, Fast Food",100.0,Delivery,0
Yes,No,Basavanagudi,Quick Bites,"Coffee, Masala Dosa, Vegetable Biryani","South Indian, North Indian, Chinese",150.0,Delivery,1
Yes,No,Basavanagudi,Quick Bites,Not specified,"South Indian, North Indian, Desserts",150.0,Delivery,0
Yes,No,Basavanagudi,Quick Bites,Not specified,"South Indian, Burger",100.0,Delivery,0
Yes,No,Banashankari,"Cafe, Quick Bites",Not specified,"Cafe, South Indian",100.0,Delivery,1
Yes,No,Basavanagudi,Cafe,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread","Cafe, Beverages",300.0,Delivery,0
Yes,No,Basavanagudi,Kiosk,Not specified,"Beverages, Desserts",50.0,Delivery,0
Yes,No,Banashankari,Casual Dining,Not specified,"North Indian, Chinese",200.0,Delivery,0
Yes,No,Banashankari,Quick Bites,Not specified,"Biryani, Fast Food",200.0,Delivery,0
Yes,No,Basavanagudi,Cafe,"Maggi, Pasta, Burgers, Sandwiches, Fries","Cafe, Fast Food",200.0,Delivery,0
Yes,No,Banashankari,Casual Dining,"Sea Food, Neer Dosa","Mangalorean, Seafood, North Indian",300.0,Delivery,0
Yes,No,Banashankari,Quick Bites,Not specified,"Biryani, Chinese, North Indian",125.0,Delivery,0
Yes,No,Kumaraswamy Layout,Quick Bites,Not specified,"Chinese, North Indian",200.0,Delivery,0
Yes,No,Mysore Road,Quick Bites,Not specified,South Indian,150.0,Delivery,0
Yes,No,South Bangalore,Food Truck,Pizza,"Pizza, Fast Food, BBQ",200.0,Delivery,0
Yes,No,Jayanagar,Quick Bites,Not specified,"Seafood, Mangalorean",150.0,Delivery,0
Yes,No,Basavanagudi,Casual Dining,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani","Andhra, North Indian, Chinese",400.0,Delivery,1
Yes,No,Banashankari,Beverage Shop,Not specified,"Beverages, Ice Cream, Fast Food",150.0,Delivery,0
Yes,No,Jayanagar,"Quick Bites, Dessert Parlor","Biryani, Thick Shakes, Fries","Fast Food, Desserts, Beverages",200.0,Delivery,0
Yes,Yes,Jayanagar,Casual Dining,Vegetarian,"Chinese, North Indian, Pizza, Italian",325.0,Delivery,0
Yes,No,Kumaraswamy Layout,"Beverage Shop, Quick Bites",Not specified,"Beverages, Fast Food",200.0,Delivery,1
Yes,No,Banashankari,Quick Bites,Not specified,Fast Food,100.0,Delivery,0
Yes,No,Kumaraswamy Layout,Casual Dining,Not specified,North Indian,350.0,Delivery,0
Yes,No,Kumaraswamy Layout,Quick Bites,Not specified,"South Indian, Biryani",150.0,Delivery,0
Yes,No,Banashankari,Quick Bites,Not specified,"Biryani, Fast Food",200.0,Delivery,1
Yes,No,Banashankari,"Beverage Shop, Dessert Parlor",Not specified,"Desserts, Beverages, Ice Cream",200.0,Delivery,0
Yes,No,Basavanagudi,Quick Bites,Not specified,Fast Food,100.0,Delivery,0
Yes,No,Banashankari,Takeaway,Not specified,"Rolls, Lebanese",125.0,Delivery,0
Yes,No,Kumaraswamy Layout,Cafe,Not specified,"Cafe, Fast Food, Chinese",250.0,Delivery,0
Yes,No,Jayanagar,Beverage Shop,Not specified,Beverages,50.0,Delivery,0
Yes,No,Basavanagudi,Quick Bites,Not specified,"South Indian, North Indian, Chinese",125.0,Delivery,0
Yes,No,Banashankari,Quick Bites,Not specified,North Indian,250.0,Delivery,0
Yes,No,Basavanagudi,Quick Bites,"Sweet Pongal, Curd Rice",South Indian,75.0,Delivery,1
Yes,Yes,Jayanagar,"Pub, Casual Dining","Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken","Continental, Finger Food, Seafood, Pizza",600.0,Delivery,1
Yes,No,Basavanagudi,Quick Bites,Not specified,"Biryani, Fast Food",200.0,Delivery,0
Yes,No,Banashankari,"Beverage Shop, Quick Bites",Not specified,"Beverages, Fast Food, Juices",75.0,Delivery,0
Yes,No,Basavanagudi,Quick Bites,Not specified,South Indian,100.0,Delivery,0
Yes,No,Banashankari,Quick Bites,Not specified,South Indian,150.0,Delivery,1
Yes,No,Banashankari,Quick Bites,Not specified,"North Indian, Chinese",150.0,Delivery,1
Yes,No,Uttarahalli,Quick Bites,Not specified,"Chinese, Street Food, Ice Cream",150.0,Delivery,0
Yes,No,Basavanagudi,Quick Bites,Not specified,"Sandwich, Fast Food, Rolls",175.0,Delivery,1
Yes,No,Kumaraswamy Layout,Quick Bites,Not specified,"South Indian, North Indian, Chinese, Fast Food",100.0,Delivery,0
Yes,No,Basavanagudi,Quick Bites,Not specified,Rolls,50.0,Delivery,0
Yes,No,Basavanagudi,Quick Bites,Not specified,"Fast Food, Street Food",75.0,Delivery,0
Yes,No,Kumaraswamy Layout,Quick Bites,Not specified,"North Indian, Chinese",150.0,Delivery,0
Yes,No,Basavanagudi,Quick Bites,Not specified,South Indian,100.0,Delivery,0
Yes,No,Basavanagudi,Quick Bites,Not specified,"Fast Food, Rolls",150.0,Delivery,0
Yes,No,Jayanagar,Quick Bites,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich","Ice Cream, Beverages, Fast Food",125.0,Delivery,1
Yes,No,Kumaraswamy Layout,Casual Dining,Not specified,North Indian,350.0,Delivery,0
Yes,No,Jayanagar,Sweet Shop,Not specified,Mithai,125.0,Delivery,0
Yes,No,Banashankari,Quick Bites,Not specified,"South Indian, North Indian",100.0,Delivery,0
Yes,No,Banashankari,Quick Bites,Not specified,"Desserts, Fast Food, Continental",150.0,Delivery,0
Yes,No,Jayanagar,Quick Bites,"Honey Chilli Potatoes, Nachos, Lemonade, Hakka Noodles, Babycorn Manchurian, Mushroom Manchurian, Spring Roll","South Indian, Chinese",200.0,Delivery,1
Yes,No,Jayanagar,Casual Dining,"Manchow Soup, Momos, Wonton Soup, Chowmein, American Chopsuey, Chop Suey, Manchurian",Chinese,350.0,Delivery,1
Yes,Yes,Jayanagar,"Casual Dining, Bar","Pasta, Pizza, Nachos, Gelato, Ravioli, Jalapeno Poppers, Cocktails","Italian, Fast Food, Salad, BBQ",600.0,Delivery,1
Yes,No,Basavanagudi,Quick Bites,"Masala Vada Pav, Cheese Vada Pav, Fries",Street Food,100.0,Delivery,0
Yes,No,Jayanagar,Casual Dining,"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli","Italian, Pizza, North Indian, Salad",400.0,Delivery,1
Yes,No,Jayanagar,Casual Dining,"Salads, Sandwiches, Pasta, Mocktails, Corn Sandwich, Garden Salad, Miso Salad","Fast Food, Continental, Beverages, Salad, Healthy Food",250.0,Delivery,1
Yes,No,Jayanagar,Quick Bites,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath","North Indian, South Indian, Fast Food, Juices",100.0,Delivery,1
Yes,No,Vijay Nagar,Casual Dining,"Veg Jaipuri, Neer Dosa, Kulcha, Pepper Chicken, Chilli Mushroom, Murgh Platter, Paneer Tikka","North Indian, Chinese, South Indian",400.0,Delivery,0
Yes,No,Basavanagudi,Cafe,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge","Cafe, Italian, Beverages",300.0,Delivery,0
Yes,Yes,Jayanagar,Casual Dining,"Mocktails, Tomato Soup, Pasta, Nachos, Chaat, Potli Biryani, Lassi","North Indian, Continental",450.0,Delivery,1
Yes,No,Kumaraswamy Layout,Quick Bites,"Paratha, Lassi, Manchurian, Thali",North Indian,200.0,Delivery,0
Yes,No,Banashankari,Quick Bites,"Rolls, Burgers, Juicy Momos, Chicken Momo, Chocolate Momos, Mushroom Momo, Paneer Momos","Tibetan, Momos",125.0,Delivery,0
Yes,No,Basavanagudi,Bakery,"Macaroon, Mousse, Caramel Eclair","Bakery, French, Desserts",150.0,Delivery,1
Yes,No,Jayanagar,Sweet Shop,"Dahi Papadi Chaat, Papdi Chaat, Bhel Puri, Paratha, Kachori, Thali, Masala Poori","Mithai, Street Food",200.0,Delivery,1
Yes,No,Banashankari,Quick Bites,Chicken Grill,"South Indian, North Indian, Chinese, Biryani",175.0,Delivery,0
Yes,No,Banashankari,Casual Dining,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani","North Indian, Chinese, Beverages",300.0,Delivery,0
Yes,No,Basavanagudi,Quick Bites,"Sugarcane Juice, Popcorn",Juices,50.0,Delivery,1
Yes,No,Uttarahalli,Casual Dining,"Egg Biryani, Tandoori Chicken, Fish, Rumali Roti","North Indian, Chinese, Biryani, South Indian",225.0,Delivery,0
Yes,No,Jayanagar,Quick Bites,"Rava Dosa, Roti, Masala Dosa, Kulcha, Sandwiches, Vada Pav, Idli","South Indian, North Indian, Chinese",200.0,Delivery,1
Yes,No,Basavanagudi,Quick Bites,"Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri",Street Food,50.0,Delivery,1
Yes,No,Jayanagar,"Dessert Parlor, Beverage Shop","Faluda, Mango Lassi, Sweet Lassi, Fruit Salad, Shrikhand, Matka Kulfi, Pudina Lassi",Beverages,75.0,Delivery,1
Yes,No,Basavanagudi,Quick Bites,Not specified,"Juices, South Indian, Chinese, Fast Food",100.0,Delivery,0
Yes,No,Banashankari,Quick Bites,"Neer Dosa, Sea Food, Pepper Chicken","North Indian, South Indian, Chinese, Biryani, Seafood",200.0,Delivery,0
Yes,No,Jayanagar,"Beverage Shop, Quick Bites","Ginger Chai, Ginger Tea, Banana Cake, Samosa, Masala Chai, Banana Walnut","Tea, Beverages, Fast Food",125.0,Delivery,0
Yes,No,Banashankari,Quick Bites,"Masala Dosa, Idli, Filter Coffee, Medu Dosa",South Indian,50.0,Delivery,1
Yes,No,Basavanagudi,Cafe,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam","Cafe, Italian",300.0,Delivery,1
Yes,No,Banashankari,Quick Bites,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav","North Indian, Street Food",100.0,Delivery,0
Yes,No,Banashankari,Quick Bites,Not specified,"Fast Food, Burger",250.0,Delivery,0
Yes,No,Kumaraswamy Layout,Quick Bites,Not specified,"Fast Food, Momos",200.0,Delivery,0
Yes,No,Kumaraswamy Layout,Casual Dining,"Biryani, Chicken Grill, Butter Chicken","Biryani, North Indian, Chinese, Seafood",375.0,Delivery,0
